park,response,cutoff,max_inner_edge,mesh_id,n_vertices,all_converged,p_d_hessian,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response
Kasungu National Park,canopy_height_900m_coef,16,150,mesh_12,43,TRUE,5,5716.47421122024,122934,3.25725026280355,cv_canopy_height_900m_coef_kasungu_national_park_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_kasungu_national_park_mesh_12_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,tree_cover_1000m_coef,2,50,mesh_1,2193,FALSE,4,-7561.32016217718,122934,-0.873938992392185,cv_tree_cover_1000m_coef_hwange_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_1_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,2,100,mesh_2,2193,TRUE,5,-7682.04663217767,122934,-0.887892583469449,cv_tree_cover_1000m_coef_hwange_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_2_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,2,150,mesh_3,2193,TRUE,5,-7664.85035219378,122934,-0.88590503377182,cv_tree_cover_1000m_coef_hwange_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_3_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,4,50,mesh_4,848,TRUE,5,-8692.31289447375,122934,-1.00465937291652,cv_tree_cover_1000m_coef_hwange_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_4_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,4,100,mesh_5,848,TRUE,5,-8669.09343953271,122934,-1.00197566337641,cv_tree_cover_1000m_coef_hwange_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_5_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,4,150,mesh_6,848,TRUE,5,-8669.7310451454,122934,-1.00204935796872,cv_tree_cover_1000m_coef_hwange_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_6_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,8,50,mesh_7,289,TRUE,5,-9797.17861662641,122934,-1.13235998805206,cv_tree_cover_1000m_coef_hwange_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_7_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,8,100,mesh_8,289,FALSE,2,-9790.01406537265,122934,-1.13153190769448,cv_tree_cover_1000m_coef_hwange_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_8_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,8,150,mesh_9,289,FALSE,4,-9786.09383374165,122934,-1.13107880648886,cv_tree_cover_1000m_coef_hwange_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,16,50,mesh_10,99,FALSE,4,-10730.5405789726,122934,-1.24023816215587,cv_tree_cover_1000m_coef_hwange_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_10_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,16,100,mesh_11,99,TRUE,5,-10734.5916484779,122934,-1.24070638563082,cv_tree_cover_1000m_coef_hwange_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_11_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,16,150,mesh_12,99,TRUE,5,-10728.5588044682,122934,-1.24000910823719,cv_tree_cover_1000m_coef_hwange_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_12_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,32,50,mesh_13,42,TRUE,5,-11273.3736598123,122934,-1.30297892508232,cv_tree_cover_1000m_coef_hwange_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_13_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,32,100,mesh_14,42,TRUE,5,-11272.8545577471,122934,-1.30291892715524,cv_tree_cover_1000m_coef_hwange_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_14_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,tree_cover_1000m_coef,32,150,mesh_15,42,TRUE,5,-11286.0855873655,122934,-1.30444817237234,cv_tree_cover_1000m_coef_hwange_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hwange_mesh_15_1000m_local_density_parks.Rds,Woody Cover Trend
Hwange,canopy_height_900m_coef,2,50,mesh_1,2193,TRUE,5,33369.4707763547,122934,3.85685052893605,cv_canopy_height_900m_coef_hwange_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,2,100,mesh_2,2193,FALSE,4,33531.4618722656,122934,3.87557349425169,cv_canopy_height_900m_coef_hwange_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_2_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,2,150,mesh_3,2193,FALSE,4,33542.4676803716,122934,3.87684554789315,cv_canopy_height_900m_coef_hwange_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_3_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,4,50,mesh_4,848,FALSE,3,32251.3782815893,122934,3.72762116060902,cv_canopy_height_900m_coef_hwange_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,4,100,mesh_5,848,TRUE,5,32252.1021557379,122934,3.72770482613706,cv_canopy_height_900m_coef_hwange_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,4,150,mesh_6,848,TRUE,5,32173.1435685611,122934,3.71857877583924,cv_canopy_height_900m_coef_hwange_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,8,50,mesh_7,289,TRUE,5,30587.247374277,122934,3.53528055643515,cv_canopy_height_900m_coef_hwange_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,8,150,mesh_9,289,FALSE,4,30578.5589291601,122934,3.53427634410079,cv_canopy_height_900m_coef_hwange_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_9_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,16,100,mesh_11,99,FALSE,4,29673.7666319973,122934,3.42970025797473,cv_canopy_height_900m_coef_hwange_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_11_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,16,150,mesh_12,99,FALSE,4,29667.3159729883,122934,3.42895468943461,cv_canopy_height_900m_coef_hwange_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_12_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,32,50,mesh_13,42,FALSE,3,28641.551085184,122934,3.31039656555525,cv_canopy_height_900m_coef_hwange_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_13_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,32,100,mesh_14,42,FALSE,3,28632.4441027535,122934,3.30934397858917,cv_canopy_height_900m_coef_hwange_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_14_1000m_local_density_parks.Rds,Canopy Height Trend
Hwange,canopy_height_900m_coef,32,150,mesh_15,42,FALSE,4,28643.0151869028,122934,3.31056578674327,cv_canopy_height_900m_coef_hwange_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hwange_mesh_15_1000m_local_density_parks.Rds,Canopy Height Trend
Hluhluwe – iMfolozi Park,tree_cover_1000m_coef,16,100,mesh_11,31,FALSE,2,-821.063853718869,122934,-1.31370216595019,cv_tree_cover_1000m_coef_hluhluwe_–_imfolozi_park_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_hluhluwe_–_imfolozi_park_mesh_11_1000m_local_density_parks.Rds,Woody Cover Trend
Hluhluwe – iMfolozi Park,canopy_height_900m_coef,2,50,mesh_1,203,TRUE,5,2250.98639765302,122934,3.60157823624483,cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Hluhluwe – iMfolozi Park,canopy_height_900m_coef,2,100,mesh_2,203,FALSE,4,2236.3956061351,122934,3.57823296981617,cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_2_1000m_local_density_parks.Rds,Canopy Height Trend
Hluhluwe – iMfolozi Park,canopy_height_900m_coef,2,150,mesh_3,203,FALSE,3,2171.13012549584,122934,3.47380820079335,cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_3_1000m_local_density_parks.Rds,Canopy Height Trend
Hluhluwe – iMfolozi Park,canopy_height_900m_coef,8,50,mesh_7,45,FALSE,4,2147.23340963922,122934,3.43557345542276,cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Hluhluwe – iMfolozi Park,canopy_height_900m_coef,8,100,mesh_8,45,TRUE,5,2160.41444568922,122934,3.45666311310276,cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_hluhluwe_–_imfolozi_park_mesh_8_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,tree_cover_1000m_coef,2,50,mesh_1,725,TRUE,5,-2435.06071675116,122934,-1.13947623619614,cv_tree_cover_1000m_coef_gonarezhou_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_1_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,2,100,mesh_2,725,TRUE,5,-2432.19980866739,122934,-1.1381374865079,cv_tree_cover_1000m_coef_gonarezhou_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_2_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,2,150,mesh_3,725,TRUE,5,-2387.35454606816,122934,-1.1171523378887,cv_tree_cover_1000m_coef_gonarezhou_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_3_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,4,50,mesh_4,325,TRUE,5,-2598.09041201825,122934,-1.21576528405159,cv_tree_cover_1000m_coef_gonarezhou_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_4_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,4,100,mesh_5,325,TRUE,5,-2594.76571547715,122934,-1.21420950654055,cv_tree_cover_1000m_coef_gonarezhou_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_5_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,4,150,mesh_6,325,TRUE,5,-2565.7786913979,122934,-1.2006451527365,cv_tree_cover_1000m_coef_gonarezhou_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_6_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,8,50,mesh_7,127,TRUE,5,-2937.77302144264,122934,-1.37471830671158,cv_tree_cover_1000m_coef_gonarezhou_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_7_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,8,100,mesh_8,127,TRUE,5,-2943.04086224692,122934,-1.37718337026061,cv_tree_cover_1000m_coef_gonarezhou_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_8_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,8,150,mesh_9,127,TRUE,5,-2943.79771722583,122934,-1.37753753730736,cv_tree_cover_1000m_coef_gonarezhou_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,16,50,mesh_10,54,TRUE,5,-3260.65977407367,122934,-1.52581178009999,cv_tree_cover_1000m_coef_gonarezhou_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_10_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,16,100,mesh_11,54,TRUE,5,-3266.63600491544,122934,-1.52860833173394,cv_tree_cover_1000m_coef_gonarezhou_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_11_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,16,150,mesh_12,54,FALSE,4,-3258.01175700426,122934,-1.52457265185038,cv_tree_cover_1000m_coef_gonarezhou_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_12_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,32,100,mesh_14,29,FALSE,4,-3542.38408459852,122934,-1.65764346495017,cv_tree_cover_1000m_coef_gonarezhou_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_14_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,tree_cover_1000m_coef,32,150,mesh_15,29,TRUE,5,-3540.04363238247,122934,-1.6565482603568,cv_tree_cover_1000m_coef_gonarezhou_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_gonarezhou_mesh_15_1000m_local_density_parks.Rds,Woody Cover Trend
Gonarezhou,canopy_height_900m_coef,2,50,mesh_1,725,TRUE,5,8026.31064445592,122934,3.7558776997922,cv_canopy_height_900m_coef_gonarezhou_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,2,100,mesh_2,725,TRUE,5,7990.15964404791,122934,3.73896099393912,cv_canopy_height_900m_coef_gonarezhou_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_2_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,2,150,mesh_3,725,FALSE,4,8045.62665898674,122934,3.76491654608645,cv_canopy_height_900m_coef_gonarezhou_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_3_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,4,50,mesh_4,325,TRUE,5,7750.15507226776,122934,3.62665188220298,cv_canopy_height_900m_coef_gonarezhou_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,4,100,mesh_5,325,TRUE,5,7733.19099627935,122934,3.61871361547934,cv_canopy_height_900m_coef_gonarezhou_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,4,150,mesh_6,325,FALSE,4,7694.51789090903,122934,3.60061670140806,cv_canopy_height_900m_coef_gonarezhou_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,8,50,mesh_7,127,TRUE,5,7377.30409960541,122934,3.45217786598288,cv_canopy_height_900m_coef_gonarezhou_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,8,150,mesh_9,127,FALSE,3,7376.67201708124,122934,3.45188208567208,cv_canopy_height_900m_coef_gonarezhou_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_9_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,16,50,mesh_10,54,FALSE,4,7094.61171513101,122934,3.319893175073,cv_canopy_height_900m_coef_gonarezhou_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_10_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,16,100,mesh_11,54,FALSE,4,7097.96997242165,122934,3.3214646571931,cv_canopy_height_900m_coef_gonarezhou_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_11_1000m_local_density_parks.Rds,Canopy Height Trend
Gonarezhou,canopy_height_900m_coef,16,150,mesh_12,54,FALSE,4,7086.35855229436,122934,3.31603114286119,cv_canopy_height_900m_coef_gonarezhou_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_gonarezhou_mesh_12_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,tree_cover_1000m_coef,2,50,mesh_1,1429,TRUE,5,-3623.66421461409,122934,-0.740884116666139,cv_tree_cover_1000m_coef_chobe_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_1_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,2,100,mesh_2,1429,FALSE,4,-3661.44376374392,122934,-0.748608416222433,cv_tree_cover_1000m_coef_chobe_mesh_2_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_2_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,2,150,mesh_3,1429,TRUE,5,-3624.69242988331,122934,-0.741094342646353,cv_tree_cover_1000m_coef_chobe_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_3_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,4,50,mesh_4,591,TRUE,5,-4356.79478632212,122934,-0.890777915829508,cv_tree_cover_1000m_coef_chobe_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_4_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,4,100,mesh_5,591,TRUE,5,-4402.46861270369,122934,-0.900116256942076,cv_tree_cover_1000m_coef_chobe_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_5_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,4,150,mesh_6,591,TRUE,5,-4411.67396103312,122934,-0.901998356375613,cv_tree_cover_1000m_coef_chobe_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_6_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,8,50,mesh_7,217,TRUE,5,-5148.38594095797,122934,-1.05262440011408,cv_tree_cover_1000m_coef_chobe_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_7_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,8,100,mesh_8,217,FALSE,4,-5151.05441132483,122934,-1.05316998800344,cv_tree_cover_1000m_coef_chobe_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_8_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,8,150,mesh_9,217,TRUE,5,-5143.24813977213,122934,-1.051573939843,cv_tree_cover_1000m_coef_chobe_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,16,50,mesh_10,93,FALSE,4,-5755.6974331303,122934,-1.17679358681871,cv_tree_cover_1000m_coef_chobe_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_10_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,16,100,mesh_11,93,TRUE,5,-5755.75548039348,122934,-1.17680545499764,cv_tree_cover_1000m_coef_chobe_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_11_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,16,150,mesh_12,93,TRUE,5,-5749.73945911274,122934,-1.17557543633464,cv_tree_cover_1000m_coef_chobe_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_12_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,32,50,mesh_13,44,FALSE,4,-6100.7245704841,122934,-1.24733685759233,cv_tree_cover_1000m_coef_chobe_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_13_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,32,100,mesh_14,44,TRUE,5,-6107.0422583277,122934,-1.24862855414592,cv_tree_cover_1000m_coef_chobe_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_14_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,tree_cover_1000m_coef,32,150,mesh_15,44,TRUE,5,-6104.56261134535,122934,-1.24812157255068,cv_tree_cover_1000m_coef_chobe_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_chobe_mesh_15_1000m_local_density_parks.Rds,Woody Cover Trend
Chobe,canopy_height_900m_coef,2,50,mesh_1,1429,FALSE,3,19185.6031255191,122934,3.92263404733574,cv_canopy_height_900m_coef_chobe_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,2,150,mesh_3,1429,TRUE,5,19138.2279447175,122934,3.91294785211971,cv_canopy_height_900m_coef_chobe_mesh_3_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_3_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,4,50,mesh_4,591,TRUE,5,18293.0122969686,122934,3.74013745593306,cv_canopy_height_900m_coef_chobe_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,4,100,mesh_5,591,TRUE,5,18369.9900454211,122934,3.75587610824394,cv_canopy_height_900m_coef_chobe_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,4,150,mesh_6,591,TRUE,5,18365.8718113579,122934,3.75503410577754,cv_canopy_height_900m_coef_chobe_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,8,50,mesh_7,217,FALSE,3,17200.9845641713,122934,3.51686456024767,cv_canopy_height_900m_coef_chobe_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,8,100,mesh_8,217,FALSE,3,17218.6206538762,122934,3.52047038517199,cv_canopy_height_900m_coef_chobe_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_8_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,16,50,mesh_10,93,FALSE,3,16013.345480576,122934,3.27404323871929,cv_canopy_height_900m_coef_chobe_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_10_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,16,100,mesh_11,93,FALSE,2,16042.0656909419,122934,3.27991529154403,cv_canopy_height_900m_coef_chobe_mesh_11_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_11_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,16,150,mesh_12,93,FALSE,3,16036.8894291381,122934,3.27885696772401,cv_canopy_height_900m_coef_chobe_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_12_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,32,50,mesh_13,44,TRUE,5,15586.9491688843,122934,3.18686345714258,cv_canopy_height_900m_coef_chobe_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_13_1000m_local_density_parks.Rds,Canopy Height Trend
Chobe,canopy_height_900m_coef,32,100,mesh_14,44,TRUE,5,15592.7512863341,122934,3.18804974163445,cv_canopy_height_900m_coef_chobe_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_14_1000m_local_density_parks.Rds,Canopy Height Trend
