term,estimate,std.error,conf.low,conf.high,sig,response,excluded_park,n_park,dev_explained_var,dev_explained_full,dev_explained_spatial,cutoff,max_inner_edge,n_vertices,aic,n,model_id,model_path,hessian_ok,eigen_values_ok,nlminb_ok,range_ok,gradients_ok,se_magnitude_ok,se_na_ok,sigmas_ok,all_ok,clean_response,clean_term
smonths_extreme_drought_scaled,0.18,0.03,0.121201080463798,0.238798919536202,positive,tree_cover_1000m_coef,Itala Nature Reserve,199,0.344266172275084,0.901351268205597,0.900594646137164,2,50,19567,147874.556307567,74105,loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Itala Nature Reserve,199,0.344266172275084,0.901351268205597,0.900594646137164,2,50,19567,147874.556307567,74105,loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.74,0.05,0.642001800772997,0.837998199227003,positive,tree_cover_1000m_coef,Itala Nature Reserve,199,0.344266172275084,0.901351268205597,0.900594646137164,2,50,19567,147874.556307567,74105,loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_itala_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.577697602156437,0.0433893293324749,0.492656079351439,0.662739124961435,positive,tree_cover_1000m_coef,Kasungu National Park,1755,0.352086701850802,0.902365409413048,0.901609053699132,2,50,18982,143672.324022264,72549,loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,Kasungu National Park,1755,0.352086701850802,0.902365409413048,0.901609053699132,2,50,18982,143672.324022264,72549,loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.18,0.03,0.121201080463798,0.238798919536202,positive,tree_cover_1000m_coef,Kasungu National Park,1755,0.352086701850802,0.902365409413048,0.901609053699132,2,50,18982,143672.324022264,72549,loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Kasungu National Park,1755,0.352086701850802,0.902365409413048,0.901609053699132,2,50,18982,143672.324022264,72549,loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.73,0.05,0.632001800772997,0.827998199227003,positive,tree_cover_1000m_coef,Kasungu National Park,1755,0.352086701850802,0.902365409413048,0.901609053699132,2,50,18982,143672.324022264,72549,loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kasungu_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.622064288765705,0.0445568085106011,0.534734548818879,0.709394028712531,positive,tree_cover_1000m_coef,Khaudum,2528,0.346162266827718,0.90094907505485,0.90018804244781,2,50,19048,144856.285353967,71776,loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.14,0.02,-0.179199279690801,-0.100800720309199,negative,tree_cover_1000m_coef,Khaudum,2528,0.346162266827718,0.90094907505485,0.90018804244781,2,50,19048,144856.285353967,71776,loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.2,0.03,0.141201080463798,0.258798919536202,positive,tree_cover_1000m_coef,Khaudum,2528,0.346162266827718,0.90094907505485,0.90018804244781,2,50,19048,144856.285353967,71776,loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Khaudum,2528,0.346162266827718,0.90094907505485,0.90018804244781,2,50,19048,144856.285353967,71776,loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.71,0.05,0.612001800772997,0.807998199227003,positive,tree_cover_1000m_coef,Khaudum,2528,0.346162266827718,0.90094907505485,0.90018804244781,2,50,19048,144856.285353967,71776,loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_khaudum_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.576972914614497,0.0429752451974644,0.492742981800689,0.661202847428306,positive,tree_cover_1000m_coef,Klaserie Private Nature Reserve,392,0.341153963562254,0.900711131232216,0.899947417452004,2,50,19566,147355.049324166,73912,loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,Klaserie Private Nature Reserve,392,0.341153963562254,0.900711131232216,0.899947417452004,2,50,19566,147355.049324166,73912,loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.16,0.03,0.101201080463798,0.218798919536202,positive,tree_cover_1000m_coef,Klaserie Private Nature Reserve,392,0.341153963562254,0.900711131232216,0.899947417452004,2,50,19566,147355.049324166,73912,loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Klaserie Private Nature Reserve,392,0.341153963562254,0.900711131232216,0.899947417452004,2,50,19566,147355.049324166,73912,loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.73,0.05,0.632001800772997,0.827998199227003,positive,tree_cover_1000m_coef,Klaserie Private Nature Reserve,392,0.341153963562254,0.900711131232216,0.899947417452004,2,50,19566,147355.049324166,73912,loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_klaserie_private_nature_reserve_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.374361404289988,0.0413971251528711,0.293224529926863,0.455498278653112,positive,tree_cover_1000m_coef,Kruger National Park,6372,0.338858619550647,0.894792960900158,0.893929236112948,2,50,17815,133976.861387847,67932,loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.16,0.02,-0.199199279690801,-0.120800720309199,negative,tree_cover_1000m_coef,Kruger National Park,6372,0.338858619550647,0.894792960900158,0.893929236112948,2,50,17815,133976.861387847,67932,loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.16,0.03,0.101201080463798,0.218798919536202,positive,tree_cover_1000m_coef,Kruger National Park,6372,0.338858619550647,0.894792960900158,0.893929236112948,2,50,17815,133976.861387847,67932,loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Kruger National Park,6372,0.338858619550647,0.894792960900158,0.893929236112948,2,50,17815,133976.861387847,67932,loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.76,0.05,0.662001800772997,0.857998199227003,positive,tree_cover_1000m_coef,Kruger National Park,6372,0.338858619550647,0.894792960900158,0.893929236112948,2,50,17815,133976.861387847,67932,loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_kruger_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.444601819282725,0.0469213095234816,0.352637742509244,0.536565896056205,positive,tree_cover_1000m_coef,Limpopo,7457,0.300772469670183,0.8981651011437,0.897303048966095,2,50,18054,129411.087105642,66847,loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,Limpopo,7457,0.300772469670183,0.8981651011437,0.897303048966095,2,50,18054,129411.087105642,66847,loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.15,0.03,0.0912010804637984,0.208798919536202,positive,tree_cover_1000m_coef,Limpopo,7457,0.300772469670183,0.8981651011437,0.897303048966095,2,50,18054,129411.087105642,66847,loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.17,0.01,-0.189599639845401,-0.150400360154599,negative,tree_cover_1000m_coef,Limpopo,7457,0.300772469670183,0.8981651011437,0.897303048966095,2,50,18054,129411.087105642,66847,loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.65,0.05,0.552001800772997,0.747998199227003,positive,tree_cover_1000m_coef,Limpopo,7457,0.300772469670183,0.8981651011437,0.897303048966095,2,50,18054,129411.087105642,66847,loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_limpopo_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.849037159151346,0.0518535845350921,0.747406000993262,0.950668317309429,positive,tree_cover_1000m_coef,Luengue-Luiana National Park,20264,0.348948659584269,0.908713879970932,0.908191192860327,2,50,15722,110138.81196175,54040,loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.12,0.02,-0.159199279690801,-0.0808007203091989,negative,tree_cover_1000m_coef,Luengue-Luiana National Park,20264,0.348948659584269,0.908713879970932,0.908191192860327,2,50,15722,110138.81196175,54040,loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.21,0.04,0.131601440618398,0.288398559381602,positive,tree_cover_1000m_coef,Luengue-Luiana National Park,20264,0.348948659584269,0.908713879970932,0.908191192860327,2,50,15722,110138.81196175,54040,loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,0.01,0.01,-0.00959963984540054,0.0295996398454005,non-significant,tree_cover_1000m_coef,Luengue-Luiana National Park,20264,0.348948659584269,0.908713879970932,0.908191192860327,2,50,15722,110138.81196175,54040,loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.64,0.05,0.542001800772997,0.737998199227003,positive,tree_cover_1000m_coef,Luengue-Luiana National Park,20264,0.348948659584269,0.908713879970932,0.908191192860327,2,50,15722,110138.81196175,54040,loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_luengue-luiana_national_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.638428397379512,0.0433059742809743,0.553550247473384,0.723306547285639,positive,tree_cover_1000m_coef,Moremi,2999,0.35457700683734,0.901771519805311,0.900958404204874,2,50,18914,142779.806560572,71305,loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,Moremi,2999,0.35457700683734,0.901771519805311,0.900958404204874,2,50,18914,142779.806560572,71305,loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.17,0.03,0.111201080463798,0.228798919536202,positive,tree_cover_1000m_coef,Moremi,2999,0.35457700683734,0.901771519805311,0.900958404204874,2,50,18914,142779.806560572,71305,loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,Moremi,2999,0.35457700683734,0.901771519805311,0.900958404204874,2,50,18914,142779.806560572,71305,loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.74,0.05,0.642001800772997,0.837998199227003,positive,tree_cover_1000m_coef,Moremi,2999,0.35457700683734,0.901771519805311,0.900958404204874,2,50,18914,142779.806560572,71305,loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_moremi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.591465672862135,0.0430980097972723,0.506995125854127,0.675936219870143,positive,tree_cover_1000m_coef,No Park,0,0.345338695229677,0.901381775582426,0.900621478087579,2,50,19642,148284.26088443,74304,loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,No Park,0,0.345338695229677,0.901381775582426,0.900621478087579,2,50,19642,148284.26088443,74304,loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.18,0.03,0.121201080463798,0.238798919536202,positive,tree_cover_1000m_coef,No Park,0,0.345338695229677,0.901381775582426,0.900621478087579,2,50,19642,148284.26088443,74304,loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.13,0.01,-0.149599639845401,-0.110400360154599,negative,tree_cover_1000m_coef,No Park,0,0.345338695229677,0.901381775582426,0.900621478087579,2,50,19642,148284.26088443,74304,loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.73,0.05,0.632001800772997,0.827998199227003,positive,tree_cover_1000m_coef,No Park,0,0.345338695229677,0.901381775582426,0.900621478087579,2,50,19642,148284.26088443,74304,loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_no_park_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.687086072068971,0.0432196337313452,0.602377146530522,0.77179499760742,positive,tree_cover_1000m_coef,Sioma Ngwezi,3326,0.342127628767609,0.89787654046515,0.897145859468517,2,50,18911,140569.979401439,70978,loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.15,0.02,-0.189199279690801,-0.110800720309199,negative,tree_cover_1000m_coef,Sioma Ngwezi,3326,0.342127628767609,0.89787654046515,0.897145859468517,2,50,18911,140569.979401439,70978,loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.18,0.03,0.121201080463798,0.238798919536202,positive,tree_cover_1000m_coef,Sioma Ngwezi,3326,0.342127628767609,0.89787654046515,0.897145859468517,2,50,18911,140569.979401439,70978,loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.1,0.01,-0.119599639845401,-0.0804003601545995,negative,tree_cover_1000m_coef,Sioma Ngwezi,3326,0.342127628767609,0.89787654046515,0.897145859468517,2,50,18911,140569.979401439,70978,loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
sprec_coef_scaled,0.7,0.05,0.602001800772997,0.797998199227003,positive,tree_cover_1000m_coef,Sioma Ngwezi,3326,0.342127628767609,0.89787654046515,0.897145859468517,2,50,18911,140569.979401439,70978,loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_sioma_ngwezi_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sprec_coef_scaled
(Intercept),0.553346547586942,0.0447792849117031,0.465580761906546,0.641112333267338,positive,tree_cover_1000m_coef,South Luangwa,7769,0.394888180338819,0.905150473888401,0.904151571362457,2,50,18089,135009.897101006,66535,loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,(Intercept)
slocal_density_km2_scaled,-0.18,0.02,-0.219199279690801,-0.140800720309199,negative,tree_cover_1000m_coef,South Luangwa,7769,0.394888180338819,0.905150473888401,0.904151571362457,2,50,18089,135009.897101006,66535,loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,slocal_density_km2_scaled
smonths_extreme_drought_scaled,0.18,0.03,0.121201080463798,0.238798919536202,positive,tree_cover_1000m_coef,South Luangwa,7769,0.394888180338819,0.905150473888401,0.904151571362457,2,50,18089,135009.897101006,66535,loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,smonths_extreme_drought_scaled
sfire_frequency_scaled,-0.21,0.01,-0.229599639845401,-0.190400360154599,negative,tree_cover_1000m_coef,South Luangwa,7769,0.394888180338819,0.905150473888401,0.904151571362457,2,50,18089,135009.897101006,66535,loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed,builds/loo_models/loo_tree_cover_1000m_coef_no_south_luangwa_1000m_local_density_smoothed.Rds,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Woody Cover Trend,sfire_frequency_scaled
